TaskId,ExerciseName,Weight,Ax,Ay,Az,Gx,Gy,Gz,Time,Phase
30001,pushup,0,-8.92210762,3.08555522,15.95351315,0.29810150,0.03979060,-1.47095561,980,concentric
30001,pushup,0,-8.69873855,2.14629393,15.74192774,0.18614908,0.17808513,-1.29527207,990,concentric
30001,pushup,0,-8.46406708,2.24908667,15.09250031,0.10841442,0.03753919,-1.29026754,1000,concentric
30001,pushup,0,-8.78513243,2.12461744,17.25130689,0.45651326,0.16454930,-1.06658008,1010,concentric
30001,pushup,0,-10.53114901,2.02725071,12.22884064,0.47602444,0.19944908,-1.35736703,1020,concentric
30001,pushup,0,-9.33048608,2.06258641,20.23761200,0.26996598,0.11687547,-1.24078532,1030,concentric
30001,pushup,0,-9.10161061,2.46719112,14.10131226,0.32078503,0.38235550,-1.14814813,1040,concentric
30001,pushup,0,-7.83372838,2.24666121,13.72376108,0.23119674,0.10841056,-1.18583240,1050,concentric
30001,pushup,0,-11.57905999,2.85909822,15.30088327,0.18655065,-0.05134941,-1.59787882,1060,concentric
30001,pushup,0,-8.71061486,2.42264251,13.15552837,0.05735598,0.05092653,-1.09867610,1070,concentric
30001,pushup,0,-9.94403359,1.95032415,15.13660522,0.21225905,-0.30199893,-1.35624368,1080,concentric
30001,pushup,0,-9.91012798,2.61095350,19.10980394,0.42421373,0.06384988,-1.51284150,1090,concentric
30001,pushup,0,-6.71169121,2.42088461,15.63264809,0.25417893,0.13595087,-1.36697544,1100,concentric
30001,pushup,0,-10.29745364,2.24028968,15.54659453,0.17935470,0.00176786,-1.32751442,1110,concentric
30001,pushup,0,-9.93201317,2.85697180,10.58530906,0.42816080,0.29846059,-1.65234767,1120,concentric
30001,pushup,0,-10.02957024,2.29596349,12.94614932,0.15181687,-0.05179488,-1.07606581,1130,concentric
30001,pushup,0,-8.56951235,2.79067605,16.98670928,0.10366605,0.03974101,-1.26277953,1140,concentric
30001,pushup,0,-11.02640848,2.62511101,15.16676600,0.22180557,0.22906695,-1.26654329,1150,concentric
30001,pushup,0,-10.04140524,2.76119640,13.57709885,0.37588399,0.21576011,-1.37633578,1160,concentric
30001,pushup,0,-9.25456395,2.04042887,17.38348110,0.26167202,0.05311742,-1.16900421,1170,concentric
30001,pushup,0,-10.42549729,1.99576462,12.68523711,0.38665902,-0.05545838,-1.05932636,1180,concentric
30001,pushup,0,-11.99188091,2.92994932,16.04211394,0.28802407,0.06028696,-1.25861096,1190,concentric
30001,pushup,0,-9.65707527,2.75487609,15.86434668,0.33225909,0.09322923,-1.32271355,1200,concentric
30001,pushup,0,-9.25873138,1.91386589,13.09767325,0.42878062,0.17946262,-1.33722290,1210,concentric
30001,pushup,0,-9.58383718,2.53437327,14.63681316,0.20850118,0.18957430,-1.45160778,1220,concentric
30001,pushup,0,-9.13445288,1.92265091,17.61813106,0.40445459,0.20525644,-1.15245737,1230,concentric
30001,pushup,0,-7.69602232,2.74120223,12.18348487,0.15029147,0.08005962,-1.29074953,1240,concentric
30001,pushup,0,-8.99913788,2.22276408,16.03508424,0.23791062,0.08924678,-1.50026833,1250,concentric
30001,pushup,0,-10.63617601,2.03870121,13.83815750,0.51856276,0.04600336,-0.88883280,1260,concentric
30001,pushup,0,-9.01555519,2.50349244,14.06863686,0.47515049,0.10973754,-1.25963612,1270,concentric
30001,pushup,0,-6.65352717,2.42316634,17.88299084,0.27448430,0.19872034,-1.00640344,1280,concentric
30001,pushup,0,-10.28070265,2.99976110,17.05395073,0.30569630,0.30691422,-1.12007704,1290,concentric
30001,pushup,0,-8.85089681,1.98909248,14.34166770,0.36327193,0.20915477,-1.16665935,1300,concentric
30001,pushup,0,-9.35085712,2.06377252,16.44960678,0.50252743,0.31272022,-1.09131915,1310,concentric
30001,pushup,0,-8.59633034,2.60641963,15.60429702,0.17251987,0.30177394,-1.21584844,1320,concentric
30001,pushup,0,-9.23086964,2.08999575,13.69635745,0.59052374,0.24010737,-1.13824441,1330,concentric
30001,pushup,0,-9.50157061,2.48635780,17.53384802,0.36617070,0.26928004,-1.30319485,1340,concentric
30001,pushup,0,-10.02249313,2.38913674,16.18494239,0.38290865,0.45214018,-1.36135853,1350,concentric
30001,pushup,0,-9.73345867,2.35446402,18.51623674,0.49544155,0.42754335,-1.44325905,1360,concentric
30001,pushup,0,-9.20920293,2.75779575,15.93782347,0.63708834,0.20421976,-1.00223811,1370,concentric
30001,pushup,0,-6.88608333,2.38659697,14.94622430,0.70662902,0.52783290,-1.28525619,1380,concentric
30002,squat,0,-1.26050690,8.21257970,8.21892620,-0.63779779,1.84695653,0.18483037,10,concentric
30002,squat,0,-1.19816743,8.74345049,11.63249150,-0.63837446,2.35715216,0.27472886,20,concentric
30002,squat,0,-1.19348254,9.19740937,8.49786588,-0.41990482,2.16013293,0.38750792,30,concentric
30002,squat,0,-1.13793472,11.01802281,9.07725111,-0.54560788,1.97020192,0.23710343,40,concentric
30002,squat,0,-1.26461631,9.73090848,11.50673624,-0.54033289,1.92646964,0.39787976,50,concentric
30002,squat,0,-1.24566656,9.16815949,10.08377555,-0.67093902,2.53510939,0.60323521,60,concentric
30002,squat,0,-1.24777206,8.13152409,10.19013705,-0.38238229,2.31991251,0.64200020,70,concentric
30002,squat,0,-1.17847881,7.71707121,8.24058938,-0.53130351,2.15432080,0.61618527,80,concentric
30002,squat,0,-1.22109977,8.76388788,9.85193502,-0.23268058,2.80803531,0.27380594,90,concentric
30002,squat,0,-1.21071912,9.60488420,10.68158461,-0.12339363,2.32683012,0.30586635,100,concentric
30002,squat,0,-1.04898550,9.67485112,10.85283399,-0.31397522,2.45674897,0.54135455,110,concentric
30002,squat,0,-0.92894557,9.20969978,9.69950052,-0.35795371,2.50007165,0.24948319,120,concentric
30002,squat,0,-1.06897345,8.15075281,9.93772070,-0.17833623,2.25207376,0.38490307,130,concentric
30002,squat,0,-1.31212918,9.31697204,10.67067621,-0.03602828,2.13402669,0.41656266,140,concentric
30002,squat,0,-1.07481959,10.16851512,9.80695800,-0.30936484,2.37221547,0.41726053,150,concentric
30002,squat,0,-1.16962325,8.76108059,11.18880853,-0.49620531,2.25972595,0.28964507,160,concentric
30002,squat,0,-0.92805227,7.01292337,9.27585593,-0.27698319,2.62766008,0.38999848,170,concentric
30002,squat,0,-1.17509686,10.48868146,8.23693814,-0.65506778,2.35068613,0.32954373,180,concentric
30002,squat,0,-1.23743213,9.29560717,10.23287683,-0.40190280,1.92353048,0.54049399,190,concentric
30002,squat,0,-0.99219932,8.47495509,12.12387405,-0.47022654,1.86779660,0.31038550,200,concentric
30002,squat,0,-1.08808301,8.82719383,9.67428157,-0.24972272,1.94258724,0.63504607,210,concentric
30002,squat,0,-1.08928429,9.72133874,10.36643899,-0.22724454,2.40697533,0.48970177,220,concentric
30002,squat,0,-0.98109233,9.93997264,10.19958302,-0.18305678,2.24586073,0.64237318,230,concentric
30002,squat,0,-1.16749668,10.42356178,9.92597933,-0.49810991,2.30548739,0.32774606,240,concentric
30002,squat,0,-0.94576455,7.92311206,9.45286533,-0.56145981,2.16359585,0.06960088,250,concentric
30002,squat,0,-1.29189629,9.36641342,10.90568194,-0.20920518,2.03790296,0.42902901,260,concentric
30002,squat,0,-1.06161239,7.41107227,11.75320491,-0.13688503,2.22952553,0.44293925,270,concentric
30002,squat,0,-1.02865374,6.51165653,9.69777158,-0.36673241,2.03604394,0.39917409,280,concentric
30002,squat,0,-0.79765419,9.24931235,9.31959878,-0.17498100,2.64394284,0.58217400,290,concentric
30002,squat,0,-1.04609184,7.93700541,10.81487246,-0.19877489,2.51935054,0.54059715,300,concentric
30002,squat,0,-0.90200180,8.05196849,11.54507224,-0.22558904,2.81878256,0.34348444,310,concentric
30002,squat,0,-0.80192176,8.80060196,9.23139836,-0.32575046,2.21673841,0.51172434,320,concentric
30002,squat,0,-0.97568236,8.01417888,9.97006477,0.06972276,2.73404665,0.51447788,330,concentric
30002,squat,0,-1.04487718,8.72219883,10.72103089,-0.40400169,2.23467487,0.19936270,340,concentric
30002,squat,0,-0.99255074,9.26011395,9.43172090,-0.01396676,1.99105523,0.23030490,350,concentric
30002,squat,0,-1.01771781,9.66801436,11.98024714,-0.31889742,2.57177575,0.44418486,360,concentric
30002,squat,0,-1.07520802,9.50110001,10.76666546,-0.48704163,2.67162192,0.65666402,370,concentric
30002,squat,0,-1.14105170,9.00307249,10.57968527,-0.21251673,2.16002887,0.34828582,380,concentric
30002,squat,0,-1.05558034,9.79491657,10.63673971,-0.30875974,2.49193401,0.02081806,390,concentric
30002,squat,0,-0.88771513,6.82340035,9.56958627,-0.42317946,1.96955709,0.62098663,400,concentric
30002,squat,0,-1.12202759,8.95031488,9.93858324,-0.18624157,2.31312096,0.25287255,410,concentric
30002,squat,0,-0.91305863,8.09202092,8.16076496,-0.32508569,2.66949674,0.57101221,420,concentric
30002,squat,0,-1.10886677,8.23798323,9.61020936,0.04707743,2.38469992,0.50584539,430,concentric
30002,squat,0,-0.91273280,8.83616919,9.68057494,-0.29794185,2.26716499,0.43332304,440,concentric
30002,squat,0,-0.95903563,8.64377528,10.84316568,-0.28513130,2.30139702,0.13645561,450,concentric
30002,squat,0,-0.93486603,8.94220677,11.15123693,-0.71246700,2.80384747,0.41224434,460,concentric
30002,squat,0,-0.91051786,7.52589849,10.69382719,-0.44150598,2.11601530,0.71700851,470,concentric
30002,squat,0,-1.10110267,8.80601859,10.99167378,-0.21505506,2.30637969,0.48109974,480,concentric
30002,squat,0,-0.73136267,8.52292582,10.19988646,-0.13815937,2.54198651,0.60060003,490,concentric
30002,squat,0,-0.98954147,7.41312258,11.87889066,-0.47448284,2.33423931,0.30534000,500,concentric
30002,squat,0,-1.09506422,8.91145213,10.33014503,-0.24642571,2.65888418,0.48220185,510,concentric
30002,squat,0,-1.12553316,9.55645251,11.34498449,-0.50143218,2.39671201,0.51480131,520,concentric
30002,squat,0,-1.13799728,9.97312219,9.76333712,-0.30641042,2.19618839,0.40718872,530,concentric
30002,squat,0,-1.25800259,7.09772211,11.80828598,-0.46060917,1.98331715,0.07685250,540,concentric
30002,squat,0,-1.19734730,7.21355721,11.85722742,-0.19075545,2.05280370,0.73252856,550,concentric
30002,squat,0,-0.96935661,8.22818476,6.97972443,-0.00757668,1.86885329,0.14245935,560,concentric
30002,squat,0,-0.96905975,11.04434086,11.53949164,-0.27593012,2.36146490,0.51170244,570,concentric
30002,squat,0,-1.01277669,8.83877365,10.02645729,-0.37949298,2.01391771,0.33583633,580,concentric
30002,squat,0,-1.37176224,8.44770927,8.73344824,-0.54549916,2.24136471,0.58082388,590,concentric
30002,squat,0,-1.00180220,6.94206286,8.72414426,-0.24895064,1.94036012,0.33226524,600,concentric
30002,squat,0,-1.06103233,7.55212877,10.00360181,-0.60050355,2.02813557,0.40772745,610,concentric
30002,squat,0,-1.37595484,8.98490840,9.84815429,-0.32806608,2.22767470,0.55805732,620,concentric
30002,squat,0,-1.13496608,8.09334074,10.00649066,-0.34016930,2.17498153,0.35309035,630,concentric
30002,squat,0,-1.26061729,7.85082074,8.20449555,-0.17011430,1.84050582,0.23653374,640,concentric
30002,squat,0,-1.26959709,9.43539190,9.49827725,-0.25641609,1.97541844,0.37570268,650,concentric
30002,squat,0,-1.29312254,10.70616373,8.43960750,-0.40824784,2.29593502,0.38923730,660,concentric
30002,squat,0,-1.20625643,8.38119955,9.87875562,-0.48800864,2.37013087,0.65200345,670,concentric
30002,squat,0,-1.26663859,7.11189445,9.71436728,-0.09030988,1.91566098,0.55950775,680,concentric
30002,squat,0,-0.95158389,7.93989145,10.47822702,-0.24436186,2.01356273,0.27629014,690,concentric
30002,squat,0,-1.28376205,7.46494813,9.03644961,-0.68359104,2.10858903,0.18450402,700,concentric
30002,squat,0,-1.17316202,6.90843498,10.18001223,-0.38634931,1.58847570,0.34928130,710,concentric
30002,squat,0,-1.03685589,7.25707267,11.74875815,-0.45988086,1.90415004,0.27799441,720,concentric
30002,squat,0,-1.14002592,8.56390883,10.40634372,-0.67214270,2.11544560,0.06751783,730,concentric
30002,squat,0,-1.24318398,7.55990258,8.89879355,-0.35986508,2.33878691,0.36420329,740,concentric
30002,squat,0,-1.39114660,8.15469434,11.18146482,-0.53516506,2.63933297,0.32514412,750,concentric
30002,squat,0,-1.21281444,8.15772153,9.90308475,-0.59031967,2.22448403,0.40303583,760,concentric
30002,squat,0,-1.36018408,7.11080799,7.57795369,-0.50213729,1.75928282,-0.06993518,770,concentric
30002,squat,0,-1.19748094,11.00723534,9.72161227,-0.46328681,2.04937266,0.23173030,780,concentric
30002,squat,0,-1.12741315,8.16407986,10.03477314,-0.55134560,1.85196099,0.38904619,790,concentric
30002,squat,0,-1.29115441,7.68516647,10.34298863,-0.74470388,2.01915471,0.23267194,800,concentric
30002,squat,0,-1.11565458,8.93617650,9.67453691,-0.49737429,2.35430092,0.31164801,810,concentric
30002,squat,0,-1.27644682,7.10996865,8.44350954,-0.67567969,1.84248614,0.19401671,820,concentric
30002,squat,0,-1.27553252,8.98449320,9.60550663,-0.56650827,2.00466074,-0.08001009,830,concentric
30002,squat,0,-1.42453346,8.29351792,8.25837343,-0.55879263,2.36672366,0.39354512,840,concentric
30002,squat,0,-1.32539897,9.95743187,9.84861534,-0.70833488,1.81920494,0.15996636,850,concentric
30002,squat,0,-1.35575848,8.60725053,9.85568698,-0.66597813,2.07696039,0.37873592,860,concentric
30002,squat,0,-1.16811607,6.91550283,6.65678626,-0.53460513,1.61574408,0.16143332,870,concentric
30002,squat,0,-1.47812167,6.58889636,10.29059298,-0.56883572,1.80855219,-0.19828174,880,concentric
30002,squat,0,-1.39283091,8.82352561,7.90857105,-0.66278219,1.94391298,0.27272202,890,concentric
30002,squat,0,-1.30126181,7.42848209,11.04919291,-0.72124840,1.93514408,0.04152843,900,concentric
30002,squat,0,-1.38637813,7.51580424,9.43322145,-0.44748620,1.59088693,-0.06457969,910,concentric
30002,squat,0,-1.11450707,8.20225279,8.84469634,-0.55460695,1.77891076,0.44754586,920,concentric
30002,squat,0,-1.23228249,7.91572782,12.16378938,-0.80736359,2.11380295,0.21499008,930,concentric
30002,squat,0,-1.14573204,10.00395290,9.66005984,-0.83498399,2.03833594,0.06515991,940,concentric
30002,squat,0,-1.04625795,8.54847556,9.18880090,-0.69927414,1.57894322,0.01807218,950,concentric
30002,squat,0,-1.16604678,7.73736358,8.38362418,-0.65101272,2.21358894,0.26893662,960,concentric
30002,squat,0,-1.19790827,7.63384292,7.93949847,-0.51036518,1.83023250,0.12103591,970,concentric
30002,squat,0,-1.15221900,8.97170198,10.14481875,-0.41438123,1.74652814,0.29569707,980,concentric
30002,squat,0,-1.33711149,8.67708320,11.40371703,-0.66602694,2.04188877,0.31555472,990,concentric
30002,squat,0,-1.39941581,7.54609773,8.37548757,-1.03972451,2.42234738,-0.01234387,1000,concentric
30002,squat,0,-1.37995997,8.11891747,9.96404435,-0.62447183,2.11937339,0.06443894,1010,concentric
30002,squat,0,-1.37309485,8.68887867,9.30883347,-0.50728037,2.02501992,0.26120234,1020,concentric
30002,squat,0,-1.25419541,9.59717646,9.81334760,-0.94394198,2.00118761,0.05264615,1030,concentric
30002,squat,0,-1.42608193,8.99811721,11.05627272,-0.74674448,1.97787774,0.40537111,1040,concentric
30002,squat,0,-1.31529267,11.05374269,10.26509117,-1.01404964,2.08989391,0.20721263,1050,concentric
30002,squat,0,-1.16392592,9.08687810,9.43764201,-0.93306193,1.84779239,0.02277162,1060,concentric
30002,squat,0,-1.43262470,9.00099709,11.56510193,-0.68918148,1.59993170,0.21766108,1070,concentric
30002,squat,0,-1.17578451,7.77928847,9.44492988,-0.74462918,1.70473969,0.24914262,1080,concentric
30002,squat,0,-1.36427915,8.83001468,8.56049238,-0.81038977,2.08622328,0.09721241,1090,concentric
30002,squat,0,-1.09663859,7.99549017,9.87046739,-0.60231368,1.54880999,-0.10944270,1100,concentric
30002,squat,0,-1.56317346,9.69218315,8.95970955,-0.35540169,1.76650434,0.18420374,1110,concentric
30002,squat,0,-1.11927531,10.45198865,12.03587602,-0.55431030,2.16961157,0.24753990,1120,concentric
30002,squat,0,-1.22682238,7.84518632,8.65258961,-0.73201680,1.87190497,0.09310941,1130,concentric
30002,squat,0,-1.23590592,9.38362084,9.72238555,-0.50534668,1.63071339,0.13476537,1140,concentric
30002,squat,0,-1.43640520,6.50734413,9.52519047,-0.74023343,2.30381229,0.26143897,1150,concentric
30002,squat,0,-1.47738671,10.30457188,11.06273055,-0.62919170,1.86972093,0.02618030,1160,concentric
30002,squat,0,-1.37995337,9.52628653,11.84779937,-0.47910613,1.80833582,0.00570179,1170,concentric
30002,squat,0,-1.30225786,6.61449486,10.01665125,-0.72638286,1.81916482,-0.06175094,1180,concentric
30002,squat,0,-1.24452297,7.87765756,8.26620263,-1.12830830,1.93509107,0.44735636,1190,concentric
30002,squat,0,-1.07495038,7.95764735,8.93956967,-0.61997004,1.69617793,0.23109708,1200,concentric
30002,squat,0,-1.19930983,9.67838829,9.53605161,-0.71326005,1.73258120,0.06634255,1210,concentric
30002,squat,0,-1.33746483,8.80481157,10.73457303,-0.79522995,2.33635503,0.15447959,1220,concentric
30002,squat,0,-1.30293791,7.67127008,6.81594543,-0.53382822,2.15253664,0.15793985,1230,concentric
30002,squat,0,-1.28501653,8.96314921,7.83622848,-0.73712989,2.17393711,0.01719339,1240,concentric
30002,squat,0,-1.24699682,7.05677379,10.22949611,-0.65412816,1.57396123,0.38544174,1250,concentric
